"","SAMPLEID","StationID","RefSamp","Reference","nt_habit_climbcling","nt_volt_semi","pt_BCG_att1i234b","nt_EPT","x_HBI"
"KS_Liz_3426_Rep1","KS_Liz_3426_Rep1","KS_MMI_Site576","Ref","Ref",5,3,0,0,5.901075269
"KS_Clint_2115_Rep1","KS_Clint_2115_Rep1","KS_MMI_Site577","No","Strs",26,6,4.651162791,11,5.283828383
"KS_Clint_2113_Rep1","KS_Clint_2113_Rep1","KS_MMI_Site577","No","Strs",28,8,5.263157895,13,5.216718266
"KS_Clint_2114_Rep1","KS_Clint_2114_Rep1","KS_MMI_Site577","No","Strs",26,6,5.084745763,15,5.097484277
"KS_Clint_2114_Rep2","KS_Clint_2114_Rep2","KS_MMI_Site577","No","Strs",29,7,3.50877193,15,5.081325301
"KS_Clint_2110_Rep5","KS_Clint_2110_Rep5","KS_MMI_Site577","No","Strs",20,5,9.375,11,5.534351145
"KS_Clint_2123_Rep1","KS_Clint_2123_Rep1","KS_MMI_Site577","No","Strs",23,4,2.173913043,6,5.429508197
"KS_Clint_2111_Rep2","KS_Clint_2111_Rep2","KS_MMI_Site577","No","Strs",27,5,9.090909091,15,5.166666667
"KS_Clint_2112_Rep1","KS_Clint_2112_Rep1","KS_MMI_Site577","No","Strs",24,7,8,14,5.111872146
"KS_Clint_2108_Rep1","KS_Clint_2108_Rep1","KS_MMI_Site577","No","Strs",24,5,9.302325581,12,5.366515837
"KS_Clint_2117_Rep2","KS_Clint_2117_Rep2","KS_MMI_Site577","No","Strs",17,2,3.333333333,6,5.585365854
"KS_Clint_2111_Rep1","KS_Clint_2111_Rep1","KS_MMI_Site577","No","Strs",22,4,7.692307692,10,5.167808219
"KS_Clint_2122_Rep1","KS_Clint_2122_Rep1","KS_MMI_Site577","No","Strs",17,3,5.882352941,9,5.442060086
"KS_Clint_2119_Rep1","KS_Clint_2119_Rep1","KS_MMI_Site577","No","Strs",23,5,7.692307692,9,5.534351145
"KS_Clint_2119_Rep2","KS_Clint_2119_Rep2","KS_MMI_Site577","No","Strs",23,8,4.761904762,9,5.352441614
"KS_Clint_2120_Rep1","KS_Clint_2120_Rep1","KS_MMI_Site577","No","Strs",26,4,6,8,5.495677233
"KS_Liz_3219_Rep1","KS_Liz_3219_Rep1","KS_MMI_Site577","No","Strs",14,6,8.108108108,4,5.373873874
"KS_Clint_2113_Rep2","KS_Clint_2113_Rep2","KS_MMI_Site577","No","Strs",30,7,5.172413793,16,5.184491979
"KS_Clint_2106_Rep1","KS_Clint_2106_Rep1","KS_MMI_Site577","No","Strs",21,2,4.444444444,12,5.411483254
"KS_Clint_2109_Rep1","KS_Clint_2109_Rep1","KS_MMI_Site577","No","Strs",24,5,4.545454545,12,5.144736842
"KS_Clint_2121_Rep1","KS_Clint_2121_Rep1","KS_MMI_Site577","No","Strs",27,7,3.448275862,12,5.645652174
"KS_Clint_2115_Rep2","KS_Clint_2115_Rep2","KS_MMI_Site577","No","Strs",25,7,4.545454545,10,5.305993691
"KS_Clint_2116_Rep1","KS_Clint_2116_Rep1","KS_MMI_Site577","No","Strs",27,4,2.083333333,13,5.558823529
"KS_Clint_2117_Rep1","KS_Clint_2117_Rep1","KS_MMI_Site577","No","Strs",16,3,7.142857143,6,5.167808219
"KS_Clint_2110_Rep4","KS_Clint_2110_Rep4","KS_MMI_Site577","No","Strs",24,6,6.666666667,11,5.359735974
"KS_Liz_3218_Rep1","KS_Liz_3218_Rep1","KS_MMI_Site577","No","Strs",25,4,3.921568627,13,5.658349328
"KS_Clint_2118_Rep2","KS_Clint_2118_Rep2","KS_MMI_Site577","No","Strs",20,5,2.380952381,9,5.561170213
"KS_Clint_2118_Rep1","KS_Clint_2118_Rep1","KS_MMI_Site577","No","Strs",23,5,2.380952381,11,5.540145985
"KS_Clint_2112_Rep2","KS_Clint_2112_Rep2","KS_MMI_Site577","No","Strs",28,7,7.142857143,13,5
"KS_Liz_3220_Rep2","KS_Liz_3220_Rep2","KS_MMI_Site577","No","Strs",22,4,4,14,5.588098016
"KS_Clint_2107_Rep1","KS_Clint_2107_Rep1","KS_MMI_Site577","No","Strs",22,4,5.714285714,10,5.331775701
"KS_Clint_2105_Rep1","KS_Clint_2105_Rep1","KS_MMI_Site577","No","Strs",17,5,7.894736842,6,5.282051282
"KS_Clint_2110_Rep3","KS_Clint_2110_Rep3","KS_MMI_Site577","No","Strs",20,3,8.333333333,12,5.36036036
"KS_Clint_2126_Rep1","KS_Clint_2126_Rep1","KS_MMI_Site577","Strs","Strs",18,2,3.225806452,5,5.231884058
"KS_Clint_2110_Rep1","KS_Clint_2110_Rep1","KS_MMI_Site577","No","Strs",24,4,2.325581395,10,5.443965517
"KS_Clint_2110_Rep2","KS_Clint_2110_Rep2","KS_MMI_Site577","No","Strs",25,3,4.87804878,11,5.521172638
"KS_Liz_3220_Rep1","KS_Liz_3220_Rep1","KS_MMI_Site577","No","Strs",26,5,11.47540984,10,5.352941176
"KS_Clint_2124_Rep1","KS_Clint_2124_Rep1","KS_MMI_Site577","No","Strs",24,5,6.25,10,5.661654135
"KS_Clint_2125_Rep1","KS_Clint_2125_Rep1","KS_MMI_Site577","No","Strs",27,3,4.081632653,7,5.459283388
"KS_Clint_2109_Rep2","KS_Clint_2109_Rep2","KS_MMI_Site577","No","Strs",22,4,4.347826087,10,5.096153846
"KS_Liz_3354_Rep1","KS_Liz_3354_Rep1","KS_MMI_Site578","Strs","Strs",19,4,10.34482759,10,4.823728814
"KS_Liz_3389_Rep1","KS_Liz_3389_Rep1","KS_MMI_Site579","Ref","Ref",21,5,11.11111111,14,5.111969112
"KS_Liz_3210_Rep2","KS_Liz_3210_Rep2","KS_MMI_Site580","No","Strs",23,6,4.444444444,7,6.64
"KS_Liz_3210_Rep1","KS_Liz_3210_Rep1","KS_MMI_Site580","Strs","Strs",27,8,10.86956522,9,5.904255319
"KS_Liz_3197_Rep1","KS_Liz_3197_Rep1","KS_MMI_Site581","Ref","Ref",8,1,0,0,6.306905371
"KS_Liz_3155_Rep1","KS_Liz_3155_Rep1","KS_MMI_Site582","Ref","Ref",12,3,0,0,5.265560166
"KS_Liz_3457_Rep1","KS_Liz_3457_Rep1","KS_MMI_Site583","Strs","HighStrs",19,6,0,10,5.65625
"KS_Liz_3301_Rep1","KS_Liz_3301_Rep1","KS_MMI_Site584","Other","Other",10,1,0,1,6.14516129
"KS_Clint_1997_Rep1","KS_Clint_1997_Rep1","KS_MMI_Site585","No","Strs",25,7,5,11,5.620192308
"KS_Clint_2000_Rep1","KS_Clint_2000_Rep1","KS_MMI_Site585","No","Strs",17,3,7.142857143,14,5.302325581
"KS_Clint_1996_Rep1","KS_Clint_1996_Rep1","KS_MMI_Site585","No","Strs",23,6,4.444444444,14,5.449197861
"KS_Clint_2002_Rep1","KS_Clint_2002_Rep1","KS_MMI_Site585","No","Strs",23,6,9.523809524,13,5.334415584
"KS_Clint_1998_Rep1","KS_Clint_1998_Rep1","KS_MMI_Site585","No","Strs",18,4,2.564102564,11,5.450980392
"KS_Clint_2004_Rep1","KS_Clint_2004_Rep1","KS_MMI_Site585","No","Strs",19,8,3.448275862,13,5.466101695
"KS_Clint_2013_Rep1","KS_Clint_2013_Rep1","KS_MMI_Site585","No","Strs",14,4,3.571428571,6,5.726351351
"KS_Clint_2010_Rep1","KS_Clint_2010_Rep1","KS_MMI_Site585","No","Strs",22,6,0,8,5.328205128
"KS_Clint_2015_Rep1","KS_Clint_2015_Rep1","KS_MMI_Site585","No","Strs",22,6,2.083333333,12,5.78525641
"KS_Clint_2012_Rep1","KS_Clint_2012_Rep1","KS_MMI_Site585","No","Strs",16,5,0,8,5.408805031
"KS_Clint_2016_Rep1","KS_Clint_2016_Rep1","KS_MMI_Site585","No","Strs",17,5,0,8,6.085995086
"KS_Clint_1991_Rep1","KS_Clint_1991_Rep1","KS_MMI_Site585","No","Strs",21,5,1.666666667,12,5.673835125
"KS_Clint_1992_Rep1","KS_Clint_1992_Rep1","KS_MMI_Site585","No","Strs",21,7,0,8,5.620437956
"KS_Clint_2003_Rep1","KS_Clint_2003_Rep1","KS_MMI_Site585","No","Strs",21,6,7.692307692,10,5.452488688
"KS_Clint_1995_Rep1","KS_Clint_1995_Rep1","KS_MMI_Site585","No","Strs",25,6,2.380952381,16,5.54589372
"KS_Clint_1994_Rep1","KS_Clint_1994_Rep1","KS_MMI_Site585","No","Strs",20,3,3.125,11,5.255319149
"KS_Clint_2009_Rep1","KS_Clint_2009_Rep1","KS_MMI_Site585","No","Strs",12,2,0,6,5.704797048
"KS_Clint_2011_Rep1","KS_Clint_2011_Rep1","KS_MMI_Site585","No","Strs",17,5,0,5,6.032258065
"KS_Clint_1989_Rep1","KS_Clint_1989_Rep1","KS_MMI_Site585","No","Strs",18,5,2.040816327,7,5.496240602
"KS_Clint_1999_Rep1","KS_Clint_1999_Rep1","KS_MMI_Site585","No","Strs",16,4,3.448275862,11,5.49689441
"KS_Clint_2014_Rep1","KS_Clint_2014_Rep1","KS_MMI_Site585","No","Strs",23,6,2.173913043,12,5.397183099
"KS_Clint_1988_Rep1","KS_Clint_1988_Rep1","KS_MMI_Site585","No","Strs",11,5,0,6,5.518518519
"KS_Clint_2007_Rep1","KS_Clint_2007_Rep1","KS_MMI_Site585","No","Strs",25,6,2.941176471,14,5.335078534
"KS_Clint_1993_Rep1","KS_Clint_1993_Rep1","KS_MMI_Site585","No","Strs",16,4,0,11,5.636986301
"KS_Clint_1990_Rep1","KS_Clint_1990_Rep1","KS_MMI_Site585","No","Strs",19,7,5.128205128,5,5.388888889
"KS_Clint_2005_Rep1","KS_Clint_2005_Rep1","KS_MMI_Site585","No","Strs",26,7,2.325581395,11,5.606177606
"KS_Clint_2008_Rep1","KS_Clint_2008_Rep1","KS_MMI_Site585","No","Strs",16,4,0,11,5.954372624
"KS_Clint_2006_Rep1","KS_Clint_2006_Rep1","KS_MMI_Site585","No","Strs",24,7,2.941176471,13,5.560240964
"KS_Clint_2001_Rep1","KS_Clint_2001_Rep1","KS_MMI_Site585","No","Strs",14,4,3.703703704,11,5.424870466
"KS_Clint_2017_Rep1","KS_Clint_2017_Rep1","KS_MMI_Site585","Strs","Strs",19,4,2.777777778,11,5.593373494
"KS_Clint_1507_Rep1","KS_Clint_1507_Rep1","KS_MMI_Site586","Other","SomeStrs",21,5,0,9,5.376
"KS_Clint_1509_Rep1","KS_Clint_1509_Rep1","KS_MMI_Site586","Other","SomeStrs",22,8,7.894736842,12,5.244648318
"KS_Clint_1508_Rep1","KS_Clint_1508_Rep1","KS_MMI_Site586","Other","SomeStrs",22,5,0,10,5.635338346
"KS_Liz_3492_Rep1","KS_Liz_3492_Rep1","KS_MMI_Site588","Strs","Strs",10,2,5.555555556,6,5.776824034
"KS_Liz_3492_Rep2","KS_Liz_3492_Rep2","KS_MMI_Site588","No","Strs",12,4,2.564102564,4,5.661327231
"KS_Liz_3491_Rep1","KS_Liz_3491_Rep1","KS_MMI_Site589","Other","SomeStrs",15,8,5.405405405,6,5.447154472
"KS_Liz_3192_Rep1","KS_Liz_3192_Rep1","KS_MMI_Site590","Other","SomeStrs",22,7,0,4,5.797687861
"KS_Liz_3122_Rep1","KS_Liz_3122_Rep1","KS_MMI_Site591","Strs","Strs",30,4,2,12,5.910869565
"KS_Liz_3404_Rep1","KS_Liz_3404_Rep1","KS_MMI_Site592","Other","SomeStrs",14,2,0,7,5.707831325
"KS_Clint_1516_Rep1","KS_Clint_1516_Rep1","KS_MMI_Site593","No","Strs",23,7,11.42857143,13,5.290540541
"KS_Clint_1515_Rep1","KS_Clint_1515_Rep1","KS_MMI_Site593","No","Strs",22,7,8.333333333,16,5.383259912
"KS_Clint_1517_Rep1","KS_Clint_1517_Rep1","KS_MMI_Site593","No","Strs",32,7,3.636363636,20,5.468965517
"KS_Clint_1520_Rep1","KS_Clint_1520_Rep1","KS_MMI_Site593","No","Strs",29,6,6.896551724,14,5.710784314
"KS_Clint_1524_Rep1","KS_Clint_1524_Rep1","KS_MMI_Site593","No","Strs",25,9,5.555555556,14,5.740350877
"KS_Clint_1514_Rep1","KS_Clint_1514_Rep1","KS_MMI_Site593","No","Strs",21,4,2.5,13,5.566666667
"KS_Clint_1523_Rep1","KS_Clint_1523_Rep1","KS_MMI_Site593","No","Strs",26,7,3.921568627,13,5.659722222
"KS_Clint_1519_Rep1","KS_Clint_1519_Rep1","KS_MMI_Site593","No","Strs",20,4,10,8,5.769230769
"KS_Clint_1512_Rep1","KS_Clint_1512_Rep1","KS_MMI_Site593","No","Strs",9,2,0,6,5.661538462
"KS_Clint_1513_Rep1","KS_Clint_1513_Rep1","KS_MMI_Site593","No","Strs",18,3,2.777777778,11,5.63253012
"KS_Clint_1522_Rep1","KS_Clint_1522_Rep1","KS_MMI_Site593","No","Strs",23,10,11.11111111,11,5.517350158
"KS_Clint_1527_Rep1","KS_Clint_1527_Rep1","KS_MMI_Site593","No","Strs",13,1,4.761904762,10,5.621052632
"KS_Clint_1518_Rep1","KS_Clint_1518_Rep1","KS_MMI_Site593","No","Strs",27,12,3.636363636,12,5.626609442
"KS_Clint_1526_Rep1","KS_Clint_1526_Rep1","KS_MMI_Site593","No","Strs",21,8,7.5,12,5.650442478
"KS_Clint_1521_Rep1","KS_Clint_1521_Rep1","KS_MMI_Site593","No","Strs",24,7,11.9047619,16,5.292592593
"KS_Clint_1525_Rep1","KS_Clint_1525_Rep1","KS_MMI_Site593","Strs","Strs",23,7,10.52631579,15,5.359223301
"KS_Clint_1317_Rep1","KS_Clint_1317_Rep1","KS_MMI_Site594","No","HighStrs",18,6,5.882352941,13,5.508928571
"KS_Clint_1327_Rep2","KS_Clint_1327_Rep2","KS_MMI_Site594","No","HighStrs",32,10,10.76923077,17,5.301737757
"KS_Clint_1337_Rep2","KS_Clint_1337_Rep2","KS_MMI_Site594","No","HighStrs",22,5,7.894736842,11,5.450171821
"KS_Clint_1330_Rep1","KS_Clint_1330_Rep1","KS_MMI_Site594","No","HighStrs",30,12,7.407407407,16,5.087591241
"KS_Clint_1316_Rep1","KS_Clint_1316_Rep1","KS_MMI_Site594","No","HighStrs",18,5,7.142857143,10,5.464285714
"KS_Clint_1330_Rep2","KS_Clint_1330_Rep2","KS_MMI_Site594","No","HighStrs",29,9,12.76595745,15,4.905923345
"KS_Clint_1328_Rep1","KS_Clint_1328_Rep1","KS_MMI_Site594","No","HighStrs",19,5,5,11,5.239247312
"KS_Clint_1338_Rep2","KS_Clint_1338_Rep2","KS_MMI_Site594","No","HighStrs",29,8,1.754385965,12,5.483009709
"KS_Clint_1339_Rep1","KS_Clint_1339_Rep1","KS_MMI_Site594","No","HighStrs",29,5,8,16,5.5
"KS_Clint_1334_Rep1","KS_Clint_1334_Rep1","KS_MMI_Site594","No","HighStrs",18,4,5.714285714,8,5.527173913
"KS_Clint_1326_Rep1","KS_Clint_1326_Rep1","KS_MMI_Site594","No","HighStrs",22,9,10,9,5.293040293
"KS_Clint_1336_Rep1","KS_Clint_1336_Rep1","KS_MMI_Site594","No","HighStrs",22,6,10.52631579,11,5.425233645
"KS_Clint_1336_Rep2","KS_Clint_1336_Rep2","KS_MMI_Site594","No","HighStrs",29,9,12.24489796,13,5.288888889
"KS_Clint_1325_Rep2","KS_Clint_1325_Rep2","KS_MMI_Site594","No","HighStrs",19,7,2.941176471,8,5.600790514
"KS_Clint_1339_Rep2","KS_Clint_1339_Rep2","KS_MMI_Site594","No","HighStrs",30,6,4,13,5.448275862
"KS_Clint_1327_Rep1","KS_Clint_1327_Rep1","KS_MMI_Site594","No","HighStrs",22,7,7.547169811,14,5.322666667
"KS_Clint_1338_Rep1","KS_Clint_1338_Rep1","KS_MMI_Site594","No","HighStrs",30,7,5.357142857,13,5.570071259
"KS_Clint_1318_Rep1","KS_Clint_1318_Rep1","KS_MMI_Site594","No","HighStrs",23,8,8.695652174,12,5.220588235
"KS_Clint_1322_Rep1","KS_Clint_1322_Rep1","KS_MMI_Site594","No","HighStrs",27,6,8.333333333,15,5.265116279
"KS_Clint_1335_Rep1","KS_Clint_1335_Rep1","KS_MMI_Site594","No","HighStrs",25,6,2.173913043,12,5.571428571
"KS_Clint_1324_Rep1","KS_Clint_1324_Rep1","KS_MMI_Site594","No","HighStrs",19,5,11.76470588,10,5.036363636
"KS_Clint_1331_Rep1","KS_Clint_1331_Rep1","KS_MMI_Site594","No","HighStrs",16,7,2.941176471,7,5.007380074
"KS_Clint_1325_Rep1","KS_Clint_1325_Rep1","KS_MMI_Site594","No","HighStrs",14,5,3.333333333,10,5.338797814
"KS_Clint_1337_Rep1","KS_Clint_1337_Rep1","KS_MMI_Site594","No","HighStrs",17,8,8.108108108,8,5.316176471
"KS_Clint_1319_Rep1","KS_Clint_1319_Rep1","KS_MMI_Site594","No","HighStrs",21,5,4.651162791,9,5.382978723
"KS_Clint_1323_Rep1","KS_Clint_1323_Rep1","KS_MMI_Site594","No","HighStrs",11,5,10.71428571,4,5.672566372
"KS_Clint_1329_Rep1","KS_Clint_1329_Rep1","KS_MMI_Site594","No","HighStrs",23,8,4.87804878,11,4.974763407
"KS_Clint_1340_Rep2","KS_Clint_1340_Rep2","KS_MMI_Site594","No","HighStrs",23,8,4.347826087,8,5.285714286
"KS_Clint_1333_Rep1","KS_Clint_1333_Rep1","KS_MMI_Site594","No","HighStrs",27,9,8.620689655,12,5.334365325
"KS_Clint_1332_Rep1","KS_Clint_1332_Rep1","KS_MMI_Site594","No","HighStrs",24,8,7.142857143,9,5.50974026
"KS_Clint_1321_Rep1","KS_Clint_1321_Rep1","KS_MMI_Site594","No","HighStrs",27,7,13.7254902,14,5.041666667
"KS_Clint_1324_Rep2","KS_Clint_1324_Rep2","KS_MMI_Site594","No","HighStrs",19,7,16.66666667,10,5.11627907
"KS_Clint_1340_Rep1","KS_Clint_1340_Rep1","KS_MMI_Site594","Strs","HighStrs",26,9,4.255319149,10,5.271375465
"KS_Clint_1320_Rep1","KS_Clint_1320_Rep1","KS_MMI_Site594","No","HighStrs",17,5,10.52631579,10,5.167346939
"KS_Liz_3436_Rep1","KS_Liz_3436_Rep1","KS_MMI_Site595","Strs","HighStrs",18,3,2.777777778,11,4.895899054
"KS_Liz_3638_Rep1","KS_Liz_3638_Rep1","KS_MMI_Site596","Other","SomeStrs",12,5,2.5,5,5.823293173
"KS_Liz_3137_Rep1","KS_Liz_3137_Rep1","KS_MMI_Site597","Other","Other",24,8,6.666666667,11,5.406015038
"KS_Liz_3135_Rep1","KS_Liz_3135_Rep1","KS_MMI_Site597","Other","Other",20,7,4.87804878,5,5.47826087
"KS_Liz_3136_Rep1","KS_Liz_3136_Rep1","KS_MMI_Site597","Other","Other",21,5,2.325581395,7,6.31981982
"KS_Liz_3599_Rep1","KS_Liz_3599_Rep1","KS_MMI_Site598","Strs","HighStrs",13,3,3.03030303,6,5.570342205
"KS_Liz_3390_Rep1","KS_Liz_3390_Rep1","KS_MMI_Site599","Ref","Ref",15,1,2.325581395,6,6.02915952
"KS_Liz_3332_Rep1","KS_Liz_3332_Rep1","KS_MMI_Site600","Strs","Strs",17,3,10.34482759,11,5.571428571
"KS_Liz_3556_Rep1","KS_Liz_3556_Rep1","KS_MMI_Site601","Strs","HighStrs",18,5,0,10,5.478873239
"KS_Liz_3211_Rep1","KS_Liz_3211_Rep1","KS_MMI_Site602","Other","SomeStrs",12,1,0,1,6.207048458
"KS_Liz_3408_Rep1","KS_Liz_3408_Rep1","KS_MMI_Site603","Strs","Strs",21,8,5,13,5.399390244
"KS_Liz_3150_Rep1","KS_Liz_3150_Rep1","KS_MMI_Site604","Ref","BestRef",23,4,8.888888889,10,5.475903614
"KS_Liz_3059_Rep1","KS_Liz_3059_Rep1","KS_MMI_Site605","No","BestRef",21,6,5.263157895,5,4.621621622
"KS_Liz_3061_Rep1","KS_Liz_3061_Rep1","KS_MMI_Site605","No","BestRef",15,3,18.51851852,6,4.539285714
"KS_Liz_3060_Rep1","KS_Liz_3060_Rep1","KS_MMI_Site605","Ref","BestRef",15,2,11.76470588,8,5.092857143
"KS_Liz_3254_Rep1","KS_Liz_3254_Rep1","KS_MMI_Site606","Other","SomeStrs",17,5,0,12,5.513618677
"KS_Liz_3131_Rep1","KS_Liz_3131_Rep1","KS_MMI_Site607","Other","Other",9,1,2.5,5,5.773722628
"KS_Liz_3445_Rep1","KS_Liz_3445_Rep1","KS_MMI_Site608","Other","SomeStrs",15,6,2.857142857,6,5.884488449
"KS_Liz_3445_Rep2","KS_Liz_3445_Rep2","KS_MMI_Site608","No","SomeStrs",15,6,2.941176471,7,5.857142857
"KS_Clint_0014_Rep1","KS_Clint_0014_Rep1","KS_MMI_Site609","No","HighStrs",27,8,4.918032787,16,5.439655172
"KS_Clint_0015_Rep1","KS_Clint_0015_Rep1","KS_MMI_Site609","No","HighStrs",19,5,5.769230769,15,5.38647343
"KS_Clint_0016_Rep1","KS_Clint_0016_Rep1","KS_MMI_Site609","No","HighStrs",11,5,4.347826087,10,5.330827068
"KS_Clint_0009_Rep1","KS_Clint_0009_Rep1","KS_MMI_Site609","No","HighStrs",23,6,4.444444444,9,5.310077519
"KS_Clint_0010_Rep1","KS_Clint_0010_Rep1","KS_MMI_Site609","No","HighStrs",25,7,2.040816327,13,5.653631285
"KS_Clint_0011_Rep1","KS_Clint_0011_Rep1","KS_MMI_Site609","No","HighStrs",13,6,5.128205128,12,5.545454545
"KS_Clint_0012_Rep1","KS_Clint_0012_Rep1","KS_MMI_Site609","No","HighStrs",17,6,6.25,6,5.343137255
"KS_Clint_0013_Rep1","KS_Clint_0013_Rep1","KS_MMI_Site609","No","HighStrs",10,4,7.692307692,6,5.34939759
"KS_Clint_0027_Rep1","KS_Clint_0027_Rep1","KS_MMI_Site609","No","HighStrs",18,6,7.317073171,15,5.331797235
"KS_Clint_0028_Rep1","KS_Clint_0028_Rep1","KS_MMI_Site609","No","HighStrs",25,9,5,18,5.511415525
"KS_Clint_0029_Rep1","KS_Clint_0029_Rep1","KS_MMI_Site609","No","HighStrs",24,5,9.523809524,16,5.43438914
"KS_Clint_0017_Rep1","KS_Clint_0017_Rep1","KS_MMI_Site609","No","HighStrs",29,8,9.259259259,13,5.111111111
"KS_Clint_0018_Rep1","KS_Clint_0018_Rep1","KS_MMI_Site609","No","HighStrs",17,5,4.444444444,14,5.357954545
"KS_Clint_0019_Rep1","KS_Clint_0019_Rep1","KS_MMI_Site609","No","HighStrs",23,6,6.52173913,13,5.191489362
"KS_Clint_0020_Rep1","KS_Clint_0020_Rep1","KS_MMI_Site609","No","HighStrs",25,5,10.63829787,13,5.275862069
"KS_Clint_0021_Rep1","KS_Clint_0021_Rep1","KS_MMI_Site609","No","HighStrs",21,8,5.660377358,15,5.289617486
"KS_Clint_0022_Rep1","KS_Clint_0022_Rep1","KS_MMI_Site609","No","HighStrs",17,4,3.448275862,12,5.481203008
"KS_Clint_0023_Rep1","KS_Clint_0023_Rep1","KS_MMI_Site609","No","HighStrs",19,6,2.631578947,14,5.341772152
"KS_Clint_0024_Rep1","KS_Clint_0024_Rep1","KS_MMI_Site609","No","HighStrs",16,2,8.333333333,12,5.714285714
"KS_Clint_0025_Rep1","KS_Clint_0025_Rep1","KS_MMI_Site609","No","HighStrs",17,4,3.225806452,13,5.515306122
"KS_Clint_0026_Rep1","KS_Clint_0026_Rep1","KS_MMI_Site609","No","HighStrs",20,4,7.142857143,10,5.472972973
"KS_Clint_0040_Rep1","KS_Clint_0040_Rep1","KS_MMI_Site609","No","HighStrs",21,7,4,16,5.632653061
"KS_Clint_0041_Rep1","KS_Clint_0041_Rep1","KS_MMI_Site609","No","HighStrs",25,9,3.921568627,14,5.789644013
"KS_Clint_0042_Rep1","KS_Clint_0042_Rep1","KS_MMI_Site609","No","HighStrs",19,9,4.87804878,12,5.568690096
"KS_Clint_0043_Rep1","KS_Clint_0043_Rep1","KS_MMI_Site609","No","HighStrs",22,6,4.545454545,16,5.574534161
"KS_Clint_0044_Rep1","KS_Clint_0044_Rep1","KS_MMI_Site609","Strs","HighStrs",20,5,5.405405405,11,5.611764706
"KS_Clint_0044_Rep2","KS_Clint_0044_Rep2","KS_MMI_Site609","No","HighStrs",23,6,4.651162791,10,5.615384615
"KS_Clint_0032_Rep1","KS_Clint_0032_Rep1","KS_MMI_Site609","No","HighStrs",23,6,0,12,5.649350649
"KS_Clint_0033_Rep1","KS_Clint_0033_Rep1","KS_MMI_Site609","No","HighStrs",17,7,2.631578947,10,5.537974684
"KS_Clint_0034_Rep1","KS_Clint_0034_Rep1","KS_MMI_Site609","No","HighStrs",26,7,0,12,5.460591133
"KS_Clint_0035_Rep1","KS_Clint_0035_Rep1","KS_MMI_Site609","No","HighStrs",22,7,2.272727273,10,5.535714286
"KS_Clint_0036_Rep1","KS_Clint_0036_Rep1","KS_MMI_Site609","No","HighStrs",21,4,0,12,5.626262626
"KS_Clint_0037_Rep1","KS_Clint_0037_Rep1","KS_MMI_Site609","No","HighStrs",20,6,0,13,5.559659091
"KS_Clint_0038_Rep1","KS_Clint_0038_Rep1","KS_MMI_Site609","No","HighStrs",19,5,5.555555556,11,5.383529412
"KS_Clint_0039_Rep1","KS_Clint_0039_Rep1","KS_MMI_Site609","No","HighStrs",23,7,3.921568627,18,5.390243902
"KS_Liz_3490_Rep1","KS_Liz_3490_Rep1","KS_MMI_Site609","No","HighStrs",14,4,0,9,5.696103896
"KS_Clint_0030_Rep1","KS_Clint_0030_Rep1","KS_MMI_Site609","No","HighStrs",20,5,8.333333333,17,5.251461988
"KS_Clint_0031_Rep1","KS_Clint_0031_Rep1","KS_MMI_Site609","No","HighStrs",23,10,2.857142857,12,5.342105263
"KS_Liz_3577_Rep1","KS_Liz_3577_Rep1","KS_MMI_Site610","Ref","Ref",13,5,4.166666667,6,5.139705882
"KS_Liz_3606_Rep1","KS_Liz_3606_Rep1","KS_MMI_Site611","Ref","Ref",34,9,8.196721311,17,5.54159292
"KS_Liz_3449_Rep1","KS_Liz_3449_Rep1","KS_MMI_Site612","Other","Other",11,3,3.571428571,1,5.537735849
"KS_Liz_3476_Rep1","KS_Liz_3476_Rep1","KS_MMI_Site613","Other","SomeStrs",13,5,10.34482759,9,5.336956522
"KS_Liz_3589_Rep1","KS_Liz_3589_Rep1","KS_MMI_Site614","Strs","Strs",8,2,0,3,5.916230366
"KS_Liz_3594_Rep1","KS_Liz_3594_Rep1","KS_MMI_Site615","Strs","Strs",10,2,0,2,5.643410853
"KS_Liz_3614_Rep1","KS_Liz_3614_Rep1","KS_MMI_Site616","Strs","Strs",19,6,2.631578947,10,5.593155894
"KS_Liz_3569_Rep1","KS_Liz_3569_Rep1","KS_MMI_Site617","Strs","HighStrs",17,5,6.666666667,8,5.784263959
"KS_Clint_0002_Rep1","KS_Clint_0002_Rep1","KS_MMI_Site618","No","HighStrs",22,4,0,12,5.352112676
"KS_Clint_0003_Rep1","KS_Clint_0003_Rep1","KS_MMI_Site618","No","HighStrs",16,3,0,14,5.642651297
"KS_Clint_0003_Rep2","KS_Clint_0003_Rep2","KS_MMI_Site618","No","HighStrs",18,5,0,15,5.662650602
"KS_Clint_0001_Rep1","KS_Clint_0001_Rep1","KS_MMI_Site618","No","HighStrs",22,5,0,7,5.259887006
"KS_Clint_0005_Rep1","KS_Clint_0005_Rep1","KS_MMI_Site618","No","HighStrs",21,4,0,14,5.606779661
"KS_Clint_0006_Rep1","KS_Clint_0006_Rep1","KS_MMI_Site618","No","HighStrs",15,3,0,12,5.960176991
"KS_Clint_0007_Rep1","KS_Clint_0007_Rep1","KS_MMI_Site618","Strs","HighStrs",25,7,2.631578947,17,5.562893082
"KS_Clint_0004_Rep1","KS_Clint_0004_Rep1","KS_MMI_Site618","No","HighStrs",18,3,0,14,5.579310345
